Order ID,Merchant ID,Restaurant Name,City,Tier,Cuisine,Dish Name,Base Time,Acoustic dB,POS Tickets,Chaos Index,Manual FOR Mins,Actual Food Ready Mins,Rider Arrival Mins,Rider Depart Mins,Actual Rider Wait Mins,Trust Score,Order Completion Time,Adjusted KPT Signal,Food Delay Mins,Total Delay,ETA Currently,Delay,Order Status,Old Error,New Error
ORDER_2264,MCH_141,Classic Grill Point,Bhilwara,Tier 2,North Indian,Dal Makhani Combo,12,64.4,2,1.19,11.3,14.3,15.1,15.1,0,0.75,26.1,12.25,2.3,2.3,27,-0.9,Early,3,2.05
ORDER_2265,MCH_128,Shree Dhaba Point,Pune,Tier 1,South Indian,Idli Vada Set,5,95,29,3.15,11.8,15.8,18.8,18.8,0,0.53,31.8,15.09,10.8,10.8,18,13.8,Delayed,4,0.71
ORDER_2266,MCH_239,Royal Tandoor Story,Ahmedabad,Tier 3,Biryani,Chicken Dum Biryani,18,59.8,0,1,10.4,18,15.7,18,2.3,0.49,28,14.28,0,2.3,35,-7,Early,7.6,3.72
ORDER_2267,MCH_296,Spicy Dosa Point,Bengaluru,Tier 2,South Indian,Idli Vada Set,5,58.1,3,1.11,2.1,5.6,8.5,8.5,0,0.57,22.5,4.85,0.6,0.6,17,5.5,Delayed,3.5,0.75
ORDER_2268,MCH_187,Classic Tandoor House,Pune,Tier 3,Fast Food,Zinger Burger & Fries,10,59.7,0,0.99,5.6,9.9,13.2,13.2,0,0.49,25.2,9.48,-0.1,-0.1,23,2.2,On Time,4.3,0.42
ORDER_2269,MCH_208,Urban Grill Point,Delhi,Tier 3,Desserts,Choco Lava Cake,6,53.8,0,0.88,4.7,5.3,9.7,9.7,0,0.67,22.7,6.35,-0.7,-0.7,20,2.7,On Time,0.6,1.05
ORDER_2270,MCH_220,The Tandoor Junction,Jaipur,Tier 2,Beverages,Cold Coffee,4,71.7,9,1.68,3.9,6.7,8.1,8.1,0,0.72,21.1,5.08,2.7,2.7,22,-0.9,Early,2.8,1.62
ORDER_2271,MCH_190,Spicy Kitchen Express,Kolkata,Tier 3,North Indian,Paneer Butter Masala & Naan,15,58.7,0,0.97,2.2,14.6,9.5,14.6,5.1,0.17,25.6,12.49,-0.4,4.7,34,-8.4,Early,12.4,2.11
ORDER_2272,MCH_284,Bombay Grill Story,Delhi,Tier 1,Desserts,Choco Lava Cake,6,78.4,12,1.97,9.2,11.8,13,13,0,0.75,24,10.15,5.8,5.8,18,6,Delayed,2.6,1.65
ORDER_2273,MCH_237,Spicy Grill Corner,Kolkata,Tier 2,Fast Food,Peri Peri Pizza,14,62.2,2,1.14,13,16,19.2,19.2,0,0.59,34.2,15.54,2,2,24,10.2,Delayed,3,0.46
ORDER_2274,MCH_194,Golden Biryani Lounge,Bengaluru,Tier 3,Biryani,Chicken Dum Biryani,18,56.3,0,0.93,11,16.7,18.6,18.6,0,0.49,31.6,14.88,-1.3,-1.3,35,-3.4,Early,5.7,1.82
ORDER_2275,MCH_287,Classic Tandoor Express,Mumbai,Tier 3,Desserts,Choco Lava Cake,6,56.3,0,0.93,2,5.6,8.4,8.4,0,0.57,18.4,4.75,-0.4,-0.4,21,-2.6,Early,3.6,0.85
ORDER_2276,MCH_259,Desi Bake Express,Ahmedabad,Tier 2,Fast Food,Peri Peri Pizza,14,61.2,4,1.22,11.1,17.1,15.1,17.1,2,0.6,32.1,13.5,3.1,5.1,29,3.1,On Time,6,3.6
ORDER_2277,MCH_246,Golden Tandoor Palace,Jaipur,Tier 2,Desserts,Choco Lava Cake,6,72.6,8,1.65,8,9.9,11.8,11.8,0,0.75,24.8,8.95,3.9,3.9,18,6.8,Delayed,1.9,0.95
ORDER_2278,MCH_136,Golden Wok Hub,Bhilwara,Tier 2,South Indian,Masala Dosa,8,75.5,10,1.81,7,14.5,11.3,14.5,3.2,0.5,28.5,10.75,6.5,9.7,25,3.5,On Time,7.5,3.75
ORDER_2279,MCH_280,Royal Grill Junction,Kolkata,Tier 3,Biryani,Chicken Dum Biryani,18,62,0,1.04,8.4,18.7,13.4,18.7,5.3,0.31,33.7,15.51,0.7,6,31,2.7,On Time,10.3,3.19
ORDER_2280,MCH_271,Grand Chaat Lounge,Hyderabad,Tier 2,Fast Food,Zinger Burger & Fries,10,72,9,1.69,13.6,16.9,17.4,17.4,0,0.75,28.4,14.55,6.9,6.9,26,2.4,On Time,3.3,2.35
ORDER_2281,MCH_171,The Dhaba Hub,Delhi,Tier 1,Biryani,Chicken Dum Biryani,18,95,28,3.1,45.5,55.8,52.5,55.8,3.3,0.31,66.8,52.61,37.8,41.1,32,34.8,Cancelled,10.3,3.19
ORDER_2282,MCH_159,Urban Grill Lounge,Bhilwara,Tier 2,South Indian,Idli Vada Set,5,75.6,11,1.86,4.6,9.3,9.4,9.4,0,0.68,19.4,6.14,4.3,4.3,16,3.4,On Time,4.7,3.16
ORDER_2283,MCH_201,The Tandoor Corner,Chennai,Tier 2,Beverages,Cold Coffee,4,72,8,1.64,2,6.6,9.7,9.7,0,0.49,23.7,5.93,2.6,2.6,21,2.7,On Time,4.6,0.67
ORDER_2284,MCH_045,The Tandoor Darbar,Bhilwara,Tier 3,North Indian,Paneer Butter Masala & Naan,15,56.5,0,0.93,7.4,14,14.6,14.6,0,0.52,27.6,10.86,-1,-1,28,-0.4,Early,6.6,3.14
ORDER_2285,MCH_264,Royal Grill Palace,Delhi,Tier 3,Chinese,Hakka Noodles,10,56.8,0,0.94,7.7,9.4,15.2,15.2,0,0.5,29.2,11.45,-0.6,-0.6,21,8.2,Delayed,1.7,2.05
ORDER_2286,MCH_071,Royal Bake Hub,Jaipur,Tier 2,North Indian,Paneer Butter Masala & Naan,15,68.9,5,1.43,15.6,21.4,20.1,21.4,1.3,0.61,34.4,17.86,6.4,7.7,32,2.4,On Time,5.8,3.54
ORDER_2287,MCH_103,Urban Kitchen Story,Kolkata,Tier 3,Desserts,Choco Lava Cake,6,60.3,0,1.01,2,6.1,7.9,7.9,0,0.61,18.9,4.3,0.1,0.1,22,-3.1,Early,4.1,1.8
ORDER_2288,MCH_125,Shree Bake Hub,Bengaluru,Tier 2,North Indian,Paneer Butter Masala & Naan,15,70.9,5,1.47,15.7,22,20.3,22,1.7,0.58,32,18.35,7,8.7,34,-2,Early,6.3,3.65
ORDER_2289,MCH_286,Shree Kitchen Corner,Jaipur,Tier 3,South Indian,Masala Dosa,8,65.2,0,1.1,5.5,8.8,9.8,9.8,0,0.71,24.8,6.75,0.8,0.8,21,3.8,On Time,3.3,2.05
ORDER_2290,MCH_230,Spicy Grill Story,Ahmedabad,Tier 1,Fast Food,Zinger Burger & Fries,10,95,27,3.05,22.1,30.5,28.1,30.5,2.4,0.44,41.5,26.8,20.5,22.9,25,16.5,Delayed,8.4,3.7
ORDER_2291,MCH_146,Urban Wok Darbar,Bengaluru,Tier 3,Fast Food,Peri Peri Pizza,14,58.7,0,0.97,9.5,13.6,16.6,16.6,0,0.53,29.6,12.84,-0.4,-0.4,27,2.6,On Time,4.1,0.76
ORDER_2292,MCH_197,Desi Kitchen Corner,Pune,Tier 2,Desserts,Choco Lava Cake,6,73.9,9,1.73,4.1,10.4,7.6,10.4,2.8,0.58,22.4,6.75,4.4,7.2,26,-3.6,Early,6.3,3.65
ORDER_2293,MCH_221,The Cafe Point,Bengaluru,Tier 2,Fast Food,Zinger Burger & Fries,10,70.1,6,1.5,11.4,15,15.8,15.8,0,0.71,26.8,12.68,5,5,27,-0.2,Early,3.6,2.32
ORDER_2294,MCH_060,Golden Grill Palace,Bhilwara,Tier 1,Chinese,Hakka Noodles,10,84,14,2.18,8.6,21.8,12.6,21.8,9.2,0.12,34.8,20.22,11.8,21,22,12.8,Delayed,13.2,1.58
ORDER_2295,MCH_098,Classic Dhaba Hub,Kolkata,Tier 2,South Indian,Masala Dosa,8,74.2,8,1.68,10.5,13.4,17.5,17.5,0,0.53,30.5,13.79,5.4,5.4,23,7.5,Delayed,2.9,0.39
ORDER_2296,MCH_171,The Dhaba Hub,Delhi,Tier 1,Beverages,Cold Coffee,4,95,28,3.1,5.5,12.4,13.2,13.2,0,0.49,23.2,9.43,8.4,8.4,22,1.2,On Time,6.9,2.97
ORDER_2297,MCH_173,Golden Grill House,Pune,Tier 3,Desserts,Choco Lava Cake,6,60.2,0,1,5.1,6,8.5,8.5,0,0.77,23.5,5.88,0,0,21,2.5,On Time,0.9,0.12
ORDER_2298,MCH_151,Classic Biryani House,Delhi,Tier 3,North Indian,Paneer Butter Masala & Naan,15,58.1,0,0.96,4.6,14.4,9.5,14.4,4.9,0.35,25.4,10.97,-0.6,4.3,35,-9.6,Early,9.8,3.43
ORDER_2299,MCH_122,Royal Bake Junction,Bhilwara,Tier 3,South Indian,Idli Vada Set,5,65.8,0,1.12,2,5.6,9.6,9.6,0,0.49,19.6,5.88,0.6,0.6,23,-3.4,Early,3.6,0.28
ORDER_2300,MCH_108,Classic Cafe Palace,Jaipur,Tier 3,South Indian,Masala Dosa,8,60.5,0,1.01,2,8.1,6.7,8.1,1.4,0.59,20.1,4.5,0.1,1.5,28,-7.9,Early,6.1,3.6
ORDER_2301,MCH_004,Golden Tandoor Story,Pune,Tier 3,North Indian,Dal Makhani Combo,12,59.3,0,0.99,7.9,11.9,14.5,14.5,0,0.56,27.5,10.8,-0.1,-0.1,27,0.5,On Time,4,1.1
ORDER_2302,MCH_093,Desi Tandoor Express,Pune,Tier 3,Biryani,Chicken Dum Biryani,18,56.8,0,0.94,10.4,16.9,13.9,16.9,3,0.57,31.9,13.2,-1.1,1.9,28,3.9,On Time,6.5,3.7
ORDER_2303,MCH_006,Desi Tandoor Corner,Bhilwara,Tier 1,Fast Food,Zinger Burger & Fries,10,86,17,2.37,15.9,23.7,21.1,23.7,2.6,0.48,36.7,19.96,13.7,16.3,20,16.7,Delayed,7.8,3.74
ORDER_2304,MCH_288,Golden Dosa Corner,Pune,Tier 3,South Indian,Masala Dosa,8,63,0,1.06,4.5,8.5,10,10,0,0.63,25,6.54,0.5,0.5,20,5,On Time,4,1.96
ORDER_2305,MCH_106,Royal Dosa Express,Pune,Tier 3,North Indian,Dal Makhani Combo,12,58.5,0,0.97,6.3,11.6,13.1,13.1,0,0.55,26.1,9.36,-0.4,-0.4,30,-3.9,Early,5.3,2.24
ORDER_2306,MCH_146,Urban Wok Darbar,Bengaluru,Tier 3,Fast Food,Peri Peri Pizza,14,59.6,0,0.99,11.9,13.9,16.3,16.3,0,0.71,27.3,13.18,-0.1,-0.1,29,-1.7,Early,2,0.72
ORDER_2307,MCH_271,Grand Chaat Lounge,Hyderabad,Tier 2,Chinese,Hakka Noodles,10,63.7,2,1.17,8.8,11.7,13.1,13.1,0,0.71,23.1,10.05,1.7,1.7,28,-4.9,Early,2.9,1.65
ORDER_2308,MCH_096,Classic Biryani Corner,Bhilwara,Tier 3,Chinese,Hakka Noodles,10,61.4,0,1.03,6.9,10.3,11.4,11.4,0,0.7,24.4,8.25,0.3,0.3,23,1.4,On Time,3.4,2.05
ORDER_2309,MCH_229,The Tandoor House,Bhilwara,Tier 2,North Indian,Paneer Butter Masala & Naan,15,65.2,4,1.3,18.7,19.5,24.5,24.5,0,0.61,39.5,20.96,4.5,4.5,34,5.5,Delayed,0.8,1.46
ORDER_2310,MCH_202,Royal Biryani Corner,Bengaluru,Tier 3,North Indian,Paneer Butter Masala & Naan,15,58.8,0,0.98,7.7,14.7,15.1,15.1,0,0.51,26.1,11.33,-0.3,-0.3,27,-0.9,Early,7,3.37
ORDER_2311,MCH_212,Classic Grill Darbar,Hyderabad,Tier 2,South Indian,Masala Dosa,8,75,11,1.85,11.2,14.8,18.4,18.4,0,0.52,33.4,14.66,6.8,6.8,19,14.4,Delayed,3.6,0.14
ORDER_2312,MCH_006,Desi Tandoor Corner,Bhilwara,Tier 1,South Indian,Masala Dosa,8,83.7,18,2.37,11.5,19,14.8,19,4.2,0.5,29,15.25,11,15.2,24,5,On Time,7.5,3.75
ORDER_2313,MCH_112,Golden Dhaba Story,Delhi,Tier 3,Beverages,Cold Coffee,4,57.7,0,0.95,2,3.8,9.4,9.4,0,0.51,19.4,5.63,-0.2,-0.2,20,-0.6,Early,1.8,1.83
ORDER_2314,MCH_106,Royal Dosa Express,Pune,Tier 3,Biryani,Chicken Dum Biryani,18,57.6,0,0.95,13.1,17.1,16.6,17.1,0.5,0.73,30.1,14.18,-0.9,-0.4,32,-1.9,Early,4,2.92
ORDER_2315,MCH_139,Urban Tandoor Hub,Chennai,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,55.4,0,0.91,11.8,18.2,16.9,18.2,1.3,0.57,28.2,14.55,-1.8,-0.5,39,-10.8,Early,6.4,3.65
ORDER_2316,MCH_299,Urban Cafe Junction,Delhi,Tier 3,Fast Food,Peri Peri Pizza,14,63,0,1.06,12.9,14.8,19.7,19.7,0,0.55,30.7,15.96,0.8,0.8,33,-2.3,Early,1.9,1.16
ORDER_2317,MCH_096,Classic Biryani Corner,Bhilwara,Tier 3,North Indian,Paneer Butter Masala & Naan,15,61.1,0,1.02,12.2,15.3,15.6,15.6,0,0.77,25.6,12.98,0.3,0.3,33,-7.4,Early,3.1,2.32
ORDER_2318,MCH_297,Spicy Tandoor Palace,Pune,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,72.4,8,1.65,24.8,33,28,33,5,0.45,44,29.31,13,18,33,11,Delayed,8.2,3.69
ORDER_2319,MCH_214,Grand Cafe Express,Hyderabad,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,63.9,0,1.08,16.7,21.6,21.3,21.6,0.3,0.67,33.6,18.32,1.6,1.9,39,-5.4,Early,4.9,3.28
ORDER_2320,MCH_291,Golden Grill Corner,Pune,Tier 3,Desserts,Choco Lava Cake,6,62.2,0,1.04,3,6.2,9.6,9.6,0,0.56,21.6,5.9,0.2,0.2,21,0.6,On Time,3.2,0.3
ORDER_2321,MCH_022,Grand Bake Junction,Bengaluru,Tier 3,Biryani,Chicken Dum Biryani,18,57.6,0,0.95,14.3,17.1,19.9,19.9,0,0.63,33.9,16.37,-0.9,-0.9,31,2.9,On Time,2.8,0.73
ORDER_2322,MCH_193,Royal Chaat Darbar,Jaipur,Tier 2,South Indian,Idli Vada Set,5,75.5,8,1.71,5.3,8.6,10.4,10.4,0,0.66,21.4,7.03,3.6,3.6,19,2.4,On Time,3.3,1.57
ORDER_2323,MCH_150,Shree Dosa Palace,Ahmedabad,Tier 3,South Indian,Idli Vada Set,5,62.9,0,1.06,2,5.3,9.1,9.1,0,0.53,21.1,5.34,0.3,0.3,25,-3.9,Early,3.3,0.04
ORDER_2324,MCH_247,Urban Bake Corner,Bengaluru,Tier 1,North Indian,Paneer Butter Masala & Naan,15,79.1,15,2.13,30,32,36.8,36.8,0,0.55,46.8,33.06,17,17,30,16.8,Delayed,2,1.06
ORDER_2325,MCH_267,Golden Grill Express,Bengaluru,Tier 3,North Indian,Dal Makhani Combo,12,62.7,0,1.05,12.2,12.6,19.1,19.1,0,0.54,29.1,15.37,0.6,0.6,27,2.1,On Time,0.4,2.77
ORDER_2326,MCH_251,Bombay Dhaba Lounge,Jaipur,Tier 2,Biryani,Chicken Dum Biryani,18,75.1,11,1.85,27.3,33.3,32.6,33.3,0.7,0.6,48.3,29.7,15.3,16,35,13.3,Delayed,6,3.6
ORDER_2327,MCH_003,The Chaat Point,Jaipur,Tier 3,Biryani,Chicken Dum Biryani,18,63,0,1.06,9.5,19.1,12.6,19.1,6.5,0.36,30.1,15.64,1.1,7.6,38,-7.9,Early,9.6,3.46
ORDER_2328,MCH_076,Bombay Dhaba Junction,Bhilwara,Tier 2,Fast Food,Zinger Burger & Fries,10,75.5,11,1.86,14.8,18.6,18.7,18.7,0,0.74,29.7,15.81,8.6,8.6,24,5.7,Delayed,3.8,2.79
ORDER_2329,MCH_087,Classic Tandoor Darbar,Delhi,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,67.4,6,1.45,26.2,29,32.9,32.9,0,0.55,47.9,29.21,9,9,39,8.9,Delayed,2.8,0.21
ORDER_2330,MCH_270,Grand Biryani Point,Pune,Tier 3,Fast Food,Zinger Burger & Fries,10,58.7,0,0.97,7.1,9.7,13.9,13.9,0,0.55,26.9,10.16,-0.3,-0.3,29,-2.1,Early,2.6,0.46
ORDER_2331,MCH_225,Bombay Bake Hub,Kolkata,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,69.1,8,1.58,29.2,31.6,37.1,37.1,0,0.47,52.1,33.39,11.6,11.6,39,13.1,Delayed,2.4,1.79
ORDER_2332,MCH_018,Classic Biryani Palace,Jaipur,Tier 2,South Indian,Idli Vada Set,5,60.1,3,1.15,2,5.8,6,6,0,0.73,19,3.08,0.8,0.8,24,-5,Early,3.8,2.72
ORDER_2333,MCH_113,The Cafe Lounge,Pune,Tier 3,North Indian,Paneer Butter Masala & Naan,15,52.5,0,0.85,12.1,12.8,15.7,15.7,0,0.76,27.7,12.96,-2.2,-2.2,28,-0.3,Early,0.7,0.16
ORDER_2334,MCH_251,Bombay Dhaba Lounge,Jaipur,Tier 2,Fast Food,Peri Peri Pizza,14,61.3,3,1.18,8.9,16.5,12.6,16.5,3.9,0.49,26.5,12.78,2.5,6.4,33,-6.5,Early,7.6,3.72
ORDER_2335,MCH_233,Golden Chaat Lounge,Mumbai,Tier 2,South Indian,Idli Vada Set,5,73.9,4,1.48,3,7.4,6.9,7.4,0.5,0.71,19.4,4.28,2.4,2.9,18,1.4,On Time,4.4,3.12
ORDER_2336,MCH_279,Desi Biryani Point,Chennai,Tier 3,Desserts,Choco Lava Cake,6,61.4,0,1.03,2,6.2,7.6,7.6,0,0.63,20.6,4.07,0.2,0.2,17,3.6,On Time,4.2,2.13
ORDER_2337,MCH_202,Royal Biryani Corner,Bengaluru,Tier 3,Biryani,Chicken Dum Biryani,18,65.6,0,1.11,14.7,20,22.6,22.6,0,0.47,33.6,18.89,2,2,28,5.6,Delayed,5.3,1.11
ORDER_2338,MCH_083,Urban Cafe Point,Jaipur,Tier 2,Fast Food,Peri Peri Pizza,14,75.5,11,1.86,23.4,26,29.3,29.3,0,0.61,39.3,25.7,12,12,28,11.3,Delayed,2.6,0.3
ORDER_2339,MCH_125,Shree Bake Hub,Bengaluru,Tier 2,South Indian,Masala Dosa,8,73.6,10,1.77,8.6,14.2,14.2,14.2,0,0.63,27.2,10.67,6.2,6.2,25,2.2,On Time,5.6,3.53
ORDER_2340,MCH_175,Spicy Dosa Palace,Jaipur,Tier 2,Fast Food,Peri Peri Pizza,14,72.6,5,1.5,13,21,19.4,21,1.6,0.47,31,17.24,7,8.6,31,0,Early,8,3.76
ORDER_2341,MCH_069,Shree Biryani Point,Kolkata,Tier 2,Fast Food,Peri Peri Pizza,14,76.1,10,1.82,18.2,25.5,21.6,25.5,3.9,0.51,38.5,21.78,11.5,15.4,24,14.5,Delayed,7.3,3.72
ORDER_2342,MCH_047,Golden Dosa House,Mumbai,Tier 2,South Indian,Idli Vada Set,5,63.1,4,1.26,3.7,6.3,10.8,10.8,0,0.53,20.8,7.04,1.3,1.3,18,2.8,On Time,2.6,0.74
ORDER_2343,MCH_256,Classic Grill Hub,Delhi,Tier 2,Biryani,Chicken Dum Biryani,18,64.9,2,1.2,15.1,21.6,21.3,21.6,0.3,0.57,34.6,17.9,3.6,3.9,33,1.6,On Time,6.5,3.7
ORDER_2344,MCH_215,The Wok Point,Ahmedabad,Tier 3,Fast Food,Peri Peri Pizza,14,63.8,0,1.08,12.4,15.1,16.3,16.3,0,0.74,28.3,13.41,1.1,1.1,24,4.3,On Time,2.7,1.69
ORDER_2345,MCH_030,Royal Dhaba Lounge,Hyderabad,Tier 1,Desserts,Choco Lava Cake,6,93.2,25,2.91,12.7,17.5,18.9,18.9,0,0.59,32.9,15.24,11.5,11.5,20,12.9,Delayed,4.8,2.26
ORDER_2346,MCH_281,Classic Chaat Palace,Chennai,Tier 1,South Indian,Idli Vada Set,5,95,24,2.9,14.2,14.5,20.2,20.2,0,0.6,30.2,16.6,9.5,9.5,16,14.2,Delayed,0.3,2.1
ORDER_2347,MCH_237,Spicy Grill Corner,Kolkata,Tier 2,South Indian,Idli Vada Set,5,60.4,3,1.16,3.1,5.8,6.4,6.4,0,0.78,21.4,3.83,0.8,0.8,18,3.4,On Time,2.7,1.97
ORDER_2348,MCH_248,Urban Kitchen Point,Jaipur,Tier 2,Fast Food,Peri Peri Pizza,14,71.1,5,1.47,11.3,20.6,15.6,20.6,5,0.38,32.6,17.07,6.6,11.6,24,8.6,Delayed,9.3,3.53
ORDER_2349,MCH_025,Classic Chaat Corner,Ahmedabad,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,60.7,0,1.01,14.5,20.2,19.5,20.2,0.7,0.62,31.2,16.67,0.2,0.9,31,0.2,On Time,5.7,3.53
ORDER_2350,MCH_074,Desi Cafe Junction,Pune,Tier 3,Biryani,Chicken Dum Biryani,18,61.9,0,1.04,15.4,18.7,19.6,19.6,0,0.72,33.6,16.58,0.7,0.7,35,-1.4,Early,3.3,2.12
ORDER_2351,MCH_206,Bombay Dhaba House,Hyderabad,Tier 2,Chinese,Hakka Noodles,10,65.3,4,1.31,5.6,13.1,9.8,13.1,3.3,0.5,23.1,9.35,3.1,6.4,20,3.1,On Time,7.5,3.75
ORDER_2352,MCH_094,Desi Dosa Corner,Bhilwara,Tier 2,Desserts,Choco Lava Cake,6,63.7,6,1.37,3.3,8.2,9.2,9.2,0,0.61,20.2,5.6,2.2,2.2,16,4.2,On Time,4.9,2.6
ORDER_2353,MCH_127,Shree Bake Point,Hyderabad,Tier 2,Fast Food,Peri Peri Pizza,14,66.2,5,1.37,15.2,19.2,20.6,20.6,0,0.64,33.6,17.14,5.2,5.2,24,9.6,Delayed,4,2.06
ORDER_2354,MCH_025,Classic Chaat Corner,Ahmedabad,Tier 3,Fast Food,Zinger Burger & Fries,10,62.8,0,1.06,3.9,10.6,10.2,10.6,0.4,0.55,22.6,6.91,0.6,1,28,-5.4,Early,6.7,3.69
ORDER_2355,MCH_116,Spicy Grill Express,Pune,Tier 3,Fast Food,Zinger Burger & Fries,10,66,0,1.12,2.4,11.2,10.2,11.2,1,0.41,23.2,7.59,1.2,2.2,24,-0.8,Early,8.8,3.61
ORDER_2356,MCH_048,Royal Tandoor Express,Hyderabad,Tier 1,South Indian,Masala Dosa,8,89.3,19,2.54,12.6,20.3,18.9,20.3,1.4,0.49,34.3,16.53,12.3,13.7,23,11.3,Delayed,7.7,3.77
ORDER_2357,MCH_226,The Grill Express,Bhilwara,Tier 3,Biryani,Chicken Dum Biryani,18,57.9,0,0.96,9.9,17.3,15.8,17.3,1.5,0.51,27.3,13.53,-0.7,0.8,32,-4.7,Early,7.4,3.77
ORDER_2358,MCH_266,Bombay Kitchen Express,Hyderabad,Tier 3,Desserts,Choco Lava Cake,6,61.6,0,1.03,2,6.2,9.2,9.2,0,0.52,19.2,5.46,0.2,0.2,23,-3.8,Early,4.2,0.74
ORDER_2359,MCH_099,Shree Dosa House,Ahmedabad,Tier 2,South Indian,Idli Vada Set,5,79,11,1.93,2,9.6,8.2,9.6,1.4,0.49,24.6,5.88,4.6,6,25,-0.4,Early,7.6,3.72
ORDER_2360,MCH_011,The Chaat Junction,Hyderabad,Tier 2,Beverages,Cold Coffee,4,70.9,7,1.57,2,6.3,5.8,6.3,0.5,0.71,21.3,3.25,2.3,2.8,16,5.3,Delayed,4.3,3.05
ORDER_2361,MCH_085,Urban Grill Story,Jaipur,Tier 1,North Indian,Paneer Butter Masala & Naan,15,87.2,18,2.44,35.6,36.6,40.2,40.2,0,0.69,52.2,37.03,21.6,21.6,33,19.2,Delayed,1,0.43
ORDER_2362,MCH_214,Grand Cafe Express,Hyderabad,Tier 3,North Indian,Dal Makhani Combo,12,60.6,0,1.01,6.7,12.1,13.4,13.4,0,0.55,23.4,9.72,0.1,0.1,27,-3.6,Early,5.4,2.38
ORDER_2363,MCH_173,Golden Grill House,Pune,Tier 3,Beverages,Cold Coffee,4,60.1,0,1,3.6,4,10.3,10.3,0,0.55,23.3,6.62,0,0,21,2.3,On Time,0.4,2.62
ORDER_2364,MCH_209,Desi Tandoor Story,Bhilwara,Tier 2,Desserts,Choco Lava Cake,6,66.9,4,1.34,7.4,8,15.3,15.3,0,0.47,29.3,11.59,2,2,25,4.3,On Time,0.6,3.59
ORDER_2365,MCH_064,Shree Chaat Hub,Bhilwara,Tier 1,Biryani,Chicken Dum Biryani,18,82,11,1.99,27.2,35.8,33.3,35.8,2.5,0.43,49.8,32.1,17.8,20.3,33,16.8,Delayed,8.6,3.7
ORDER_2366,MCH_258,The Kitchen Junction,Delhi,Tier 2,Biryani,Chicken Dum Biryani,18,67.4,9,1.6,20.7,28.8,28.2,28.8,0.6,0.46,39.8,25.07,10.8,11.4,37,2.8,On Time,8.1,3.73
ORDER_2367,MCH_121,Classic Dhaba Story,Bhilwara,Tier 3,Fast Food,Peri Peri Pizza,14,59.3,0,0.99,7.6,13.9,10.9,13.9,3,0.58,23.9,10.25,-0.1,2.9,34,-10.1,Early,6.3,3.65
ORDER_2368,MCH_298,Shree Grill Darbar,Chennai,Tier 2,Fast Food,Peri Peri Pizza,14,73.7,11,1.82,22.6,25.5,28.4,28.4,0,0.61,38.4,24.86,11.5,11.5,24,14.4,Delayed,2.9,0.64
ORDER_2369,MCH_054,Golden Biryani Hub,Mumbai,Tier 3,Beverages,Cold Coffee,4,63.5,0,1.07,2,4.3,9.6,9.6,0,0.49,21.6,5.88,0.3,0.3,21,0.6,On Time,2.3,1.58
ORDER_2370,MCH_272,Royal Dhaba Hub,Jaipur,Tier 2,South Indian,Idli Vada Set,5,76.1,11,1.87,7.5,9.4,11.9,11.9,0,0.71,22.9,8.78,4.4,4.4,23,-0.1,Early,1.9,0.62
ORDER_2371,MCH_241,Bombay Dosa Junction,Delhi,Tier 2,South Indian,Masala Dosa,8,69.2,5,1.43,7.6,11.4,11.4,11.4,0,0.75,22.4,8.55,3.4,3.4,19,3.4,On Time,3.8,2.85
ORDER_2372,MCH_243,Golden Dhaba House,Hyderabad,Tier 3,Fast Food,Peri Peri Pizza,14,64.3,0,1.09,9.4,15.3,14.2,15.3,1.1,0.61,28.3,11.7,1.3,2.4,28,0.3,On Time,5.9,3.6
ORDER_2373,MCH_018,Classic Biryani Palace,Jaipur,Tier 2,North Indian,Dal Makhani Combo,12,73.3,11,1.82,17.5,21.8,24.5,24.5,0,0.53,36.5,20.79,9.8,9.8,32,4.5,On Time,4.3,1.01
ORDER_2374,MCH_187,Classic Tandoor House,Pune,Tier 3,Desserts,Choco Lava Cake,6,58.4,0,0.97,2,5.8,5.4,5.8,0.4,0.75,20.8,2.95,-0.2,0.2,19,1.8,On Time,3.8,2.85
ORDER_2375,MCH_144,Golden Cafe House,Kolkata,Tier 2,North Indian,Dal Makhani Combo,12,74.5,7,1.64,9.2,19.7,15.2,19.7,4.5,0.3,32.7,16.55,7.7,12.2,26,6.7,Delayed,10.5,3.15
ORDER_2376,MCH_262,Royal Wok Junction,Mumbai,Tier 1,South Indian,Masala Dosa,8,95,27,3.05,22.1,24.4,25.8,25.8,0,0.75,35.8,23.02,16.4,16.4,21,14.8,Delayed,2.3,1.38
ORDER_2377,MCH_239,Royal Tandoor Story,Ahmedabad,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,58.5,0,0.97,15.7,19.4,20.9,20.9,0,0.65,35.9,17.52,-0.6,-0.6,34,1.9,On Time,3.7,1.88
ORDER_2378,MCH_298,Shree Grill Darbar,Chennai,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,71.7,11,1.78,33.4,35.6,41.2,41.2,0,0.48,55.2,37.46,15.6,15.6,33,22.2,Cancelled,2.2,1.86
